Time,Channel_ID,Course_ID,Name
17:30,831707953076633610,145325,Software Engineering
21:59,831707953076633610,145325,test4
22:00,831707953076633610,145325,test5
22:32,836422803896401940,145325,Software Engineering
23:30,836422043422687232,145325,Software Engineering
